947	2R--1	FORTUNA UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	KENDRA GUIMARAES
948	2R--1	FORTUNA UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	JEANA MCCLENDON
949	2R--1	FORTUNA UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	Rejected write-ins
950	2R--1	FORTUNA UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	Unassigned write-ins
951	2R--1	SUPERVISOR DISTRICT 2	MICHELLE L. BUSHNELL
952	2R--1	SUPERVISOR DISTRICT 2	ESTELLE FENNELL
953	2R--1	SUPERVISOR DISTRICT 2	Rejected write-ins
954	2R--1	SUPERVISOR DISTRICT 2	Unassigned write-ins
955	2R--1	RIO DELL CITY COUNCILMEMBER, 2-YR	GORDON E. JOHNSON
956	2R--1	RIO DELL CITY COUNCILMEMBER, 2-YR	Rejected write-ins
957	2R--1	RIO DELL CITY COUNCILMEMBER, 2-YR	Unassigned write-ins
958	2R--1	RIO DELL CITY COUNCILMEMBER, 4-YR	AMANDA CARTER
959	2R--1	RIO DELL CITY COUNCILMEMBER, 4-YR	FRANK WILSON
960	2R--1	RIO DELL CITY COUNCILMEMBER, 4-YR	Rejected write-ins
961	2R--1	RIO DELL CITY COUNCILMEMBER, 4-YR	Unassigned write-ins
962	2R--1	Proposition 14	Bonds Yes
963	2R--1	Proposition 14	Bonds No
964	2R--1	Proposition 15	Yes
965	2R--1	Proposition 15	No
966	2R--1	Proposition 16	Yes
967	2R--1	Proposition 16	No
968	2R--1	Proposition 17	Yes
969	2R--1	Proposition 17	No
970	2R--1	Proposition 18	Yes
971	2R--1	Proposition 18	No
972	2R--1	Proposition 19	Yes
973	2R--1	Proposition 19	No
974	2R--1	Proposition 20	Yes
975	2R--1	Proposition 20	No
976	2R--1	Proposition 21	Yes
977	2R--1	Proposition 21	No
978	2R--1	Proposition 22	Yes
979	2R--1	Proposition 22	No
980	2R--1	Proposition 23	Yes
981	2R--1	Proposition 23	No
982	2R--1	Proposition 24	Yes
983	2R--1	Proposition 24	No
984	2R--1	Proposition 25	Yes
985	2R--1	Proposition 25	No
986	2SH-1	PRESIDENT AND VICE PRESIDENT	JOSEPH R. BIDEN and KAMALA D. HARRIS
987	2SH-1	PRESIDENT AND VICE PRESIDENT	DONALD J. TRUMP and MICHAEL R. PENCE
988	2SH-1	PRESIDENT AND VICE PRESIDENT	GLORIA LA RIVA and SUNIL FREEMAN
989	2SH-1	PRESIDENT AND VICE PRESIDENT	"ROQUE ""ROCKY"" DE LA FUENTE GUERRA and KANYE OMARI WEST"
990	2SH-1	PRESIDENT AND VICE PRESIDENT	HOWIE HAWKINS and ANGELA NICOLE WALKER
991	2SH-1	PRESIDENT AND VICE PRESIDENT	"JO JORGENSEN and JEREMY ""SPIKE"" COHEN"
992	2SH-1	PRESIDENT AND VICE PRESIDENT	BRIAN CARROLL and AMAR PATEL
993	2SH-1	PRESIDENT AND VICE PRESIDENT	BROCK PIERCE and KARLA BALLARD
994	2SH-1	PRESIDENT AND VICE PRESIDENT	JESSE VENTURA and CYNTHIA MCKINNEY
995	2SH-1	PRESIDENT AND VICE PRESIDENT	JOSEPH KISHORE and NORISSA SANTA CRUZ
996	2SH-1	PRESIDENT AND VICE PRESIDENT	MARK CHARLES and ADRIAN WALLACE
997	2SH-1	PRESIDENT AND VICE PRESIDENT	Rejected write-ins
998	2SH-1	PRESIDENT AND VICE PRESIDENT	Unassigned write-ins
999	2SH-1	US REPRESENTATIVE DISTRICT 2	JARED HUFFMAN
1000	2SH-1	US REPRESENTATIVE DISTRICT 2	DALE K. MENSING
1001	2SH-1	STATE ASSEMBLY DISTRICT 2	CHARLOTTE SVOLOS
1002	2SH-1	STATE ASSEMBLY DISTRICT 2	JIM WOOD
1003	2SH-1	REDWOOD COMMUNITY COLLEGE DISTRICT  GOVERNING BOARD MEMBER TRUSTEE AREA 7	SALLY BIGGIN
1004	2SH-1	REDWOOD COMMUNITY COLLEGE DISTRICT  GOVERNING BOARD MEMBER TRUSTEE AREA 7	STEPHEN A. BURBANK
1005	2SH-1	REDWOOD COMMUNITY COLLEGE DISTRICT  GOVERNING BOARD MEMBER TRUSTEE AREA 7	Rejected write-ins
1006	2SH-1	REDWOOD COMMUNITY COLLEGE DISTRICT  GOVERNING BOARD MEMBER TRUSTEE AREA 7	Unassigned write-ins
1007	2SH-1	SOUTHERN HUMBOLDT JOINT UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER	CINNAMON O'NEILL-PAULA
1008	2SH-1	SOUTHERN HUMBOLDT JOINT UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER	CHRISTINE MARIE DOYKA
1009	2SH-1	SOUTHERN HUMBOLDT JOINT UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER	NICOLE KEENAN
1010	2SH-1	SOUTHERN HUMBOLDT JOINT UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER	JESSICA K. WILLIS
1011	2SH-1	SOUTHERN HUMBOLDT JOINT UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER	Rejected write-ins
1012	2SH-1	SOUTHERN HUMBOLDT JOINT UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER	Unassigned write-ins
1013	2SH-1	SUPERVISOR DISTRICT 2	MICHELLE L. BUSHNELL
1014	2SH-1	SUPERVISOR DISTRICT 2	ESTELLE FENNELL
1015	2SH-1	SUPERVISOR DISTRICT 2	Rejected write-ins
1016	2SH-1	SUPERVISOR DISTRICT 2	Unassigned write-ins
1017	2SH-1	Proposition 14	Bonds Yes
1018	2SH-1	Proposition 14	Bonds No
1019	2SH-1	Proposition 15	Yes
1020	2SH-1	Proposition 15	No
1021	2SH-1	Proposition 16	Yes
1022	2SH-1	Proposition 16	No
1023	2SH-1	Proposition 17	Yes
1024	2SH-1	Proposition 17	No
1025	2SH-1	Proposition 18	Yes
1026	2SH-1	Proposition 18	No
1027	2SH-1	Proposition 19	Yes
1028	2SH-1	Proposition 19	No
1029	2SH-1	Proposition 20	Yes
1030	2SH-1	Proposition 20	No
1031	2SH-1	Proposition 21	Yes
1032	2SH-1	Proposition 21	No
1033	2SH-1	Proposition 22	Yes
1034	2SH-1	Proposition 22	No
1035	2SH-1	Proposition 23	Yes
1036	2SH-1	Proposition 23	No
1037	2SH-1	Proposition 24	Yes
1038	2SH-1	Proposition 24	No
1039	2SH-1	Proposition 25	Yes
1040	2SH-1	Proposition 25	No
1041	2SH-1	Measure I County of Humboldt, Unincorporated Area	Yes
1042	2SH-1	Measure I County of Humboldt, Unincorporated Area	No
1043	2SHR1	PRESIDENT AND VICE PRESIDENT	JOSEPH R. BIDEN and KAMALA D. HARRIS
1044	2SHR1	PRESIDENT AND VICE PRESIDENT	DONALD J. TRUMP and MICHAEL R. PENCE
1045	2SHR1	PRESIDENT AND VICE PRESIDENT	GLORIA LA RIVA and SUNIL FREEMAN
1046	2SHR1	PRESIDENT AND VICE PRESIDENT	"ROQUE ""ROCKY"" DE LA FUENTE GUERRA and KANYE OMARI WEST"
1047	2SHR1	PRESIDENT AND VICE PRESIDENT	HOWIE HAWKINS and ANGELA NICOLE WALKER
1048	2SHR1	PRESIDENT AND VICE PRESIDENT	"JO JORGENSEN and JEREMY ""SPIKE"" COHEN"
1049	2SHR1	PRESIDENT AND VICE PRESIDENT	BRIAN CARROLL and AMAR PATEL
1050	2SHR1	PRESIDENT AND VICE PRESIDENT	BROCK PIERCE and KARLA BALLARD
1051	2SHR1	PRESIDENT AND VICE PRESIDENT	JESSE VENTURA and CYNTHIA MCKINNEY
1052	2SHR1	PRESIDENT AND VICE PRESIDENT	JOSEPH KISHORE and NORISSA SANTA CRUZ
1053	2SHR1	PRESIDENT AND VICE PRESIDENT	MARK CHARLES and ADRIAN WALLACE
1054	2SHR1	PRESIDENT AND VICE PRESIDENT	Rejected write-ins
1055	2SHR1	PRESIDENT AND VICE PRESIDENT	Unassigned write-ins
1056	2SHR1	US REPRESENTATIVE DISTRICT 2	JARED HUFFMAN
1057	2SHR1	US REPRESENTATIVE DISTRICT 2	DALE K. MENSING
1058	2SHR1	STATE ASSEMBLY DISTRICT 2	CHARLOTTE SVOLOS
1059	2SHR1	STATE ASSEMBLY DISTRICT 2	JIM WOOD
1060	2SHR1	REDWOOD COMMUNITY COLLEGE DISTRICT  GOVERNING BOARD MEMBER TRUSTEE AREA 7	SALLY BIGGIN
1061	2SHR1	REDWOOD COMMUNITY COLLEGE DISTRICT  GOVERNING BOARD MEMBER TRUSTEE AREA 7	STEPHEN A. BURBANK
1062	2SHR1	REDWOOD COMMUNITY COLLEGE DISTRICT  GOVERNING BOARD MEMBER TRUSTEE AREA 7	Rejected write-ins
1063	2SHR1	REDWOOD COMMUNITY COLLEGE DISTRICT  GOVERNING BOARD MEMBER TRUSTEE AREA 7	Unassigned write-ins
1064	2SHR1	SOUTHERN HUMBOLDT JOINT UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER	CINNAMON O'NEILL-PAULA
1065	2SHR1	SOUTHERN HUMBOLDT JOINT UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER	CHRISTINE MARIE DOYKA
1066	2SHR1	SOUTHERN HUMBOLDT JOINT UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER	NICOLE KEENAN
1067	2SHR1	SOUTHERN HUMBOLDT JOINT UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER	JESSICA K. WILLIS
1068	2SHR1	SOUTHERN HUMBOLDT JOINT UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER	Rejected write-ins
1069	2SHR1	SOUTHERN HUMBOLDT JOINT UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER	Unassigned write-ins
1070	2SHR1	SUPERVISOR DISTRICT 2	MICHELLE L. BUSHNELL
1071	2SHR1	SUPERVISOR DISTRICT 2	ESTELLE FENNELL
1072	2SHR1	SUPERVISOR DISTRICT 2	Rejected write-ins
1073	2SHR1	SUPERVISOR DISTRICT 2	Unassigned write-ins
1074	2SHR1	RESORT IMPROVEMENT DISTRICT #1 DIRECTOR	SETH PLANK
1075	2SHR1	RESORT IMPROVEMENT DISTRICT #1 DIRECTOR	EVAN PIERCEY
1076	2SHR1	RESORT IMPROVEMENT DISTRICT #1 DIRECTOR	TRISTIN OATES
1077	2SHR1	RESORT IMPROVEMENT DISTRICT #1 DIRECTOR	DAVID J. SOMMER
1078	2SHR1	RESORT IMPROVEMENT DISTRICT #1 DIRECTOR	LINDSEY SWANSON
1079	2SHR1	RESORT IMPROVEMENT DISTRICT #1 DIRECTOR	CELESTE MYERS
1080	2SHR1	RESORT IMPROVEMENT DISTRICT #1 DIRECTOR	SUSAN L. FOX
1081	2SHR1	RESORT IMPROVEMENT DISTRICT #1 DIRECTOR	Rejected write-ins
1082	2SHR1	RESORT IMPROVEMENT DISTRICT #1 DIRECTOR	Unassigned write-ins
1083	2SHR1	Proposition 14	Bonds Yes
1084	2SHR1	Proposition 14	Bonds No
1085	2SHR1	Proposition 15	Yes
1086	2SHR1	Proposition 15	No
1087	2SHR1	Proposition 16	Yes
1088	2SHR1	Proposition 16	No
1089	2SHR1	Proposition 17	Yes
1090	2SHR1	Proposition 17	No
1091	2SHR1	Proposition 18	Yes
1092	2SHR1	Proposition 18	No
1093	2SHR1	Proposition 19	Yes
1094	2SHR1	Proposition 19	No
1095	2SHR1	Proposition 20	Yes
1096	2SHR1	Proposition 20	No
1097	2SHR1	Proposition 21	Yes
1098	2SHR1	Proposition 21	No
1099	2SHR1	Proposition 22	Yes
1100	2SHR1	Proposition 22	No
1101	2SHR1	Proposition 23	Yes
1102	2SHR1	Proposition 23	No
1103	2SHR1	Proposition 24	Yes
1104	2SHR1	Proposition 24	No
1105	2SHR1	Proposition 25	Yes
1106	2SHR1	Proposition 25	No
1107	2SHR1	Measure I County of Humboldt, Unincorporated Area	Yes
1108	2SHR1	Measure I County of Humboldt, Unincorporated Area	No
1109	3A--1	PRESIDENT AND VICE PRESIDENT	JOSEPH R. BIDEN and KAMALA D. HARRIS
1110	3A--1	PRESIDENT AND VICE PRESIDENT	DONALD J. TRUMP and MICHAEL R. PENCE
1111	3A--1	PRESIDENT AND VICE PRESIDENT	GLORIA LA RIVA and SUNIL FREEMAN
1112	3A--1	PRESIDENT AND VICE PRESIDENT	"ROQUE ""ROCKY"" DE LA FUENTE GUERRA and KANYE OMARI WEST"
1113	3A--1	PRESIDENT AND VICE PRESIDENT	HOWIE HAWKINS and ANGELA NICOLE WALKER
1114	3A--1	PRESIDENT AND VICE PRESIDENT	"JO JORGENSEN and JEREMY ""SPIKE"" COHEN"
1115	3A--1	PRESIDENT AND VICE PRESIDENT	BRIAN CARROLL and AMAR PATEL
1116	3A--1	PRESIDENT AND VICE PRESIDENT	BROCK PIERCE and KARLA BALLARD
1117	3A--1	PRESIDENT AND VICE PRESIDENT	JESSE VENTURA and CYNTHIA MCKINNEY
1118	3A--1	PRESIDENT AND VICE PRESIDENT	JOSEPH KISHORE and NORISSA SANTA CRUZ
1119	3A--1	PRESIDENT AND VICE PRESIDENT	MARK CHARLES and ADRIAN WALLACE
1120	3A--1	PRESIDENT AND VICE PRESIDENT	Rejected write-ins
1121	3A--1	PRESIDENT AND VICE PRESIDENT	Unassigned write-ins
1122	3A--1	US REPRESENTATIVE DISTRICT 2	JARED HUFFMAN
1123	3A--1	US REPRESENTATIVE DISTRICT 2	DALE K. MENSING
1124	3A--1	STATE ASSEMBLY DISTRICT 2	CHARLOTTE SVOLOS
1125	3A--1	STATE ASSEMBLY DISTRICT 2	JIM WOOD
1126	3A--1	NORTHERN HUMBOLDT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	CEDRIC K. AARON, JR
1127	3A--1	NORTHERN HUMBOLDT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	ARISTEA SAULSBURY
1128	3A--1	NORTHERN HUMBOLDT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	JANELLE JONES
1129	3A--1	NORTHERN HUMBOLDT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	Rejected write-ins
1130	3A--1	NORTHERN HUMBOLDT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	Unassigned write-ins
1131	3A--1	ARCATA SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA 4	BRIAN HUDGENS
1132	3A--1	ARCATA SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA 4	JOSEPH MCKINZIE
1133	3A--1	ARCATA SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA 4	Rejected write-ins
1134	3A--1	ARCATA SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA 4	Unassigned write-ins
1135	3A--1	ARCATA CITY COUNCILMEMBER	STACY ATKINS-SALAZAR
1136	3A--1	ARCATA CITY COUNCILMEMBER	CAMILLA ZAPATA
1137	3A--1	ARCATA CITY COUNCILMEMBER	EMILY GRACE GOLDSTEIN
1138	3A--1	ARCATA CITY COUNCILMEMBER	ORYAN PETERSON-JONES
1139	3A--1	ARCATA CITY COUNCILMEMBER	PAUL PITINO
1140	3A--1	ARCATA CITY COUNCILMEMBER	SARAH SCHAEFER
1141	3A--1	ARCATA CITY COUNCILMEMBER	NICK MATTHEWS
1142	3A--1	ARCATA CITY COUNCILMEMBER	COLLIN YEO
1143	3A--1	ARCATA CITY COUNCILMEMBER	KIMBERLEY WHITE
1144	3A--1	ARCATA CITY COUNCILMEMBER	MICHAEL WINKLER
1145	3A--1	ARCATA CITY COUNCILMEMBER	Rejected write-ins
1146	3A--1	ARCATA CITY COUNCILMEMBER	Unassigned write-ins
1147	3A--1	Proposition 14	Bonds Yes
1148	3A--1	Proposition 14	Bonds No
1149	3A--1	Proposition 15	Yes
1150	3A--1	Proposition 15	No
1151	3A--1	Proposition 16	Yes
1152	3A--1	Proposition 16	No
1153	3A--1	Proposition 17	Yes
1154	3A--1	Proposition 17	No
1155	3A--1	Proposition 18	Yes
1156	3A--1	Proposition 18	No
1157	3A--1	Proposition 19	Yes
1158	3A--1	Proposition 19	No
1159	3A--1	Proposition 20	Yes
1160	3A--1	Proposition 20	No
1161	3A--1	Proposition 21	Yes
1162	3A--1	Proposition 21	No
1163	3A--1	Proposition 22	Yes
1164	3A--1	Proposition 22	No
1165	3A--1	Proposition 23	Yes
1166	3A--1	Proposition 23	No
1167	3A--1	Proposition 24	Yes
1168	3A--1	Proposition 24	No
1169	3A--1	Proposition 25	Yes
1170	3A--1	Proposition 25	No
1171	3A--1	Measure A City Of Arcata, Special Tax	Yes
1172	3A--1	Measure A City Of Arcata, Special Tax	No
1173	3A--1	Measure B City Of Arcata, Ordinance	Yes
1174	3A--1	Measure B City Of Arcata, Ordinance	No
1175	3A--1	Measure F Arcata Fire Protection District, Special Tax	Yes
1176	3A--1	Measure F Arcata Fire Protection District, Special Tax	No
1177	3A--2	PRESIDENT AND VICE PRESIDENT	JOSEPH R. BIDEN and KAMALA D. HARRIS
1178	3A--2	PRESIDENT AND VICE PRESIDENT	DONALD J. TRUMP and MICHAEL R. PENCE
1179	3A--2	PRESIDENT AND VICE PRESIDENT	GLORIA LA RIVA and SUNIL FREEMAN
1180	3A--2	PRESIDENT AND VICE PRESIDENT	"ROQUE ""ROCKY"" DE LA FUENTE GUERRA and KANYE OMARI WEST"
1181	3A--2	PRESIDENT AND VICE PRESIDENT	HOWIE HAWKINS and ANGELA NICOLE WALKER
1182	3A--2	PRESIDENT AND VICE PRESIDENT	"JO JORGENSEN and JEREMY ""SPIKE"" COHEN"
1183	3A--2	PRESIDENT AND VICE PRESIDENT	BRIAN CARROLL and AMAR PATEL
1184	3A--2	PRESIDENT AND VICE PRESIDENT	BROCK PIERCE and KARLA BALLARD
1185	3A--2	PRESIDENT AND VICE PRESIDENT	JESSE VENTURA and CYNTHIA MCKINNEY
1186	3A--2	PRESIDENT AND VICE PRESIDENT	JOSEPH KISHORE and NORISSA SANTA CRUZ
1187	3A--2	PRESIDENT AND VICE PRESIDENT	MARK CHARLES and ADRIAN WALLACE
1188	3A--2	PRESIDENT AND VICE PRESIDENT	Rejected write-ins
1189	3A--2	PRESIDENT AND VICE PRESIDENT	Unassigned write-ins
1190	3A--2	US REPRESENTATIVE DISTRICT 2	JARED HUFFMAN
1191	3A--2	US REPRESENTATIVE DISTRICT 2	DALE K. MENSING
1192	3A--2	STATE ASSEMBLY DISTRICT 2	CHARLOTTE SVOLOS
1193	3A--2	STATE ASSEMBLY DISTRICT 2	JIM WOOD
1194	3A--2	NORTHERN HUMBOLDT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	CEDRIC K. AARON, JR
1195	3A--2	NORTHERN HUMBOLDT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	ARISTEA SAULSBURY
1196	3A--2	NORTHERN HUMBOLDT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	JANELLE JONES
1197	3A--2	NORTHERN HUMBOLDT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	Rejected write-ins
1198	3A--2	NORTHERN HUMBOLDT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	Unassigned write-ins
1199	3A--2	ARCATA CITY COUNCILMEMBER	STACY ATKINS-SALAZAR
1200	3A--2	ARCATA CITY COUNCILMEMBER	CAMILLA ZAPATA
1201	3A--2	ARCATA CITY COUNCILMEMBER	EMILY GRACE GOLDSTEIN
1202	3A--2	ARCATA CITY COUNCILMEMBER	ORYAN PETERSON-JONES
1203	3A--2	ARCATA CITY COUNCILMEMBER	PAUL PITINO
1204	3A--2	ARCATA CITY COUNCILMEMBER	SARAH SCHAEFER
1205	3A--2	ARCATA CITY COUNCILMEMBER	NICK MATTHEWS
1206	3A--2	ARCATA CITY COUNCILMEMBER	COLLIN YEO
1207	3A--2	ARCATA CITY COUNCILMEMBER	KIMBERLEY WHITE
1208	3A--2	ARCATA CITY COUNCILMEMBER	MICHAEL WINKLER
1209	3A--2	ARCATA CITY COUNCILMEMBER	Rejected write-ins
1210	3A--2	ARCATA CITY COUNCILMEMBER	Unassigned write-ins
1211	3A--2	Proposition 14	Bonds Yes
1212	3A--2	Proposition 14	Bonds No
1213	3A--2	Proposition 15	Yes
1214	3A--2	Proposition 15	No
1215	3A--2	Proposition 16	Yes
1216	3A--2	Proposition 16	No
1217	3A--2	Proposition 17	Yes
1218	3A--2	Proposition 17	No
1219	3A--2	Proposition 18	Yes
1220	3A--2	Proposition 18	No
1221	3A--2	Proposition 19	Yes
1222	3A--2	Proposition 19	No
1223	3A--2	Proposition 20	Yes
1224	3A--2	Proposition 20	No
1225	3A--2	Proposition 21	Yes
1226	3A--2	Proposition 21	No
1227	3A--2	Proposition 22	Yes
1228	3A--2	Proposition 22	No
1229	3A--2	Proposition 23	Yes
1230	3A--2	Proposition 23	No
1231	3A--2	Proposition 24	Yes
1232	3A--2	Proposition 24	No
1233	3A--2	Proposition 25	Yes
1234	3A--2	Proposition 25	No
1235	3A--2	Measure A City Of Arcata, Special Tax	Yes
1236	3A--2	Measure A City Of Arcata, Special Tax	No
1237	3A--2	Measure B City Of Arcata, Ordinance	Yes
1238	3A--2	Measure B City Of Arcata, Ordinance	No
1239	3A--2	Measure F Arcata Fire Protection District, Special Tax	Yes
1240	3A--2	Measure F Arcata Fire Protection District, Special Tax	No
1241	3A-J1	PRESIDENT AND VICE PRESIDENT	JOSEPH R. BIDEN and KAMALA D. HARRIS
1242	3A-J1	PRESIDENT AND VICE PRESIDENT	DONALD J. TRUMP and MICHAEL R. PENCE
1243	3A-J1	PRESIDENT AND VICE PRESIDENT	GLORIA LA RIVA and SUNIL FREEMAN
1244	3A-J1	PRESIDENT AND VICE PRESIDENT	"ROQUE ""ROCKY"" DE LA FUENTE GUERRA and KANYE OMARI WEST"
1245	3A-J1	PRESIDENT AND VICE PRESIDENT	HOWIE HAWKINS and ANGELA NICOLE WALKER
1246	3A-J1	PRESIDENT AND VICE PRESIDENT	"JO JORGENSEN and JEREMY ""SPIKE"" COHEN"
1247	3A-J1	PRESIDENT AND VICE PRESIDENT	BRIAN CARROLL and AMAR PATEL
1248	3A-J1	PRESIDENT AND VICE PRESIDENT	BROCK PIERCE and KARLA BALLARD
1249	3A-J1	PRESIDENT AND VICE PRESIDENT	JESSE VENTURA and CYNTHIA MCKINNEY
1250	3A-J1	PRESIDENT AND VICE PRESIDENT	JOSEPH KISHORE and NORISSA SANTA CRUZ
1251	3A-J1	PRESIDENT AND VICE PRESIDENT	MARK CHARLES and ADRIAN WALLACE
1252	3A-J1	PRESIDENT AND VICE PRESIDENT	Rejected write-ins
1253	3A-J1	PRESIDENT AND VICE PRESIDENT	Unassigned write-ins
1254	3A-J1	US REPRESENTATIVE DISTRICT 2	JARED HUFFMAN
1255	3A-J1	US REPRESENTATIVE DISTRICT 2	DALE K. MENSING
1256	3A-J1	STATE ASSEMBLY DISTRICT 2	CHARLOTTE SVOLOS
1257	3A-J1	STATE ASSEMBLY DISTRICT 2	JIM WOOD
1258	3A-J1	REDWOOD COMMUNITY COLLEGE DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA 6	KEOKI BURBANK
1259	3A-J1	REDWOOD COMMUNITY COLLEGE DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA 6	COLLEEN BRIDGET MULLERY
1260	3A-J1	REDWOOD COMMUNITY COLLEGE DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA 6	Rejected write-ins
1261	3A-J1	REDWOOD COMMUNITY COLLEGE DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA 6	Unassigned write-ins
1262	3A-J1	NORTHERN HUMBOLDT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	CEDRIC K. AARON, JR
1263	3A-J1	NORTHERN HUMBOLDT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	ARISTEA SAULSBURY
1264	3A-J1	NORTHERN HUMBOLDT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	JANELLE JONES
1265	3A-J1	NORTHERN HUMBOLDT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	Rejected write-ins
1266	3A-J1	NORTHERN HUMBOLDT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	Unassigned write-ins
1267	3A-J1	ARCATA CITY COUNCILMEMBER	STACY ATKINS-SALAZAR
1268	3A-J1	ARCATA CITY COUNCILMEMBER	CAMILLA ZAPATA
1269	3A-J1	ARCATA CITY COUNCILMEMBER	EMILY GRACE GOLDSTEIN
1270	3A-J1	ARCATA CITY COUNCILMEMBER	ORYAN PETERSON-JONES
1271	3A-J1	ARCATA CITY COUNCILMEMBER	PAUL PITINO
1272	3A-J1	ARCATA CITY COUNCILMEMBER	SARAH SCHAEFER
1273	3A-J1	ARCATA CITY COUNCILMEMBER	NICK MATTHEWS
1274	3A-J1	ARCATA CITY COUNCILMEMBER	COLLIN YEO
1275	3A-J1	ARCATA CITY COUNCILMEMBER	KIMBERLEY WHITE
1276	3A-J1	ARCATA CITY COUNCILMEMBER	MICHAEL WINKLER
1277	3A-J1	ARCATA CITY COUNCILMEMBER	Rejected write-ins
1278	3A-J1	ARCATA CITY COUNCILMEMBER	Unassigned write-ins
1279	3A-J1	Proposition 14	Bonds Yes
1280	3A-J1	Proposition 14	Bonds No
1281	3A-J1	Proposition 15	Yes
1282	3A-J1	Proposition 15	No
1283	3A-J1	Proposition 16	Yes
1284	3A-J1	Proposition 16	No
1285	3A-J1	Proposition 17	Yes
1286	3A-J1	Proposition 17	No
1287	3A-J1	Proposition 18	Yes
1288	3A-J1	Proposition 18	No
1289	3A-J1	Proposition 19	Yes
1290	3A-J1	Proposition 19	No
1291	3A-J1	Proposition 20	Yes
1292	3A-J1	Proposition 20	No
1293	3A-J1	Proposition 21	Yes
1294	3A-J1	Proposition 21	No
1295	3A-J1	Proposition 22	Yes
1296	3A-J1	Proposition 22	No
1297	3A-J1	Proposition 23	Yes
1298	3A-J1	Proposition 23	No
1299	3A-J1	Proposition 24	Yes
1300	3A-J1	Proposition 24	No
1301	3A-J1	Proposition 25	Yes
1302	3A-J1	Proposition 25	No
1303	3A-J1	Measure A City Of Arcata, Special Tax	Yes
1304	3A-J1	Measure A City Of Arcata, Special Tax	No
1305	3A-J1	Measure B City Of Arcata, Ordinance	Yes
1306	3A-J1	Measure B City Of Arcata, Ordinance	No
1307	3A-J1	Measure F Arcata Fire Protection District, Special Tax	Yes
1308	3A-J1	Measure F Arcata Fire Protection District, Special Tax	No
1309	3A-P2	PRESIDENT AND VICE PRESIDENT	JOSEPH R. BIDEN and KAMALA D. HARRIS
1310	3A-P2	PRESIDENT AND VICE PRESIDENT	DONALD J. TRUMP and MICHAEL R. PENCE
1311	3A-P2	PRESIDENT AND VICE PRESIDENT	GLORIA LA RIVA and SUNIL FREEMAN
1312	3A-P2	PRESIDENT AND VICE PRESIDENT	"ROQUE ""ROCKY"" DE LA FUENTE GUERRA and KANYE OMARI WEST"
1313	3A-P2	PRESIDENT AND VICE PRESIDENT	HOWIE HAWKINS and ANGELA NICOLE WALKER
1314	3A-P2	PRESIDENT AND VICE PRESIDENT	"JO JORGENSEN and JEREMY ""SPIKE"" COHEN"
1315	3A-P2	PRESIDENT AND VICE PRESIDENT	BRIAN CARROLL and AMAR PATEL
1316	3A-P2	PRESIDENT AND VICE PRESIDENT	BROCK PIERCE and KARLA BALLARD
1317	3A-P2	PRESIDENT AND VICE PRESIDENT	JESSE VENTURA and CYNTHIA MCKINNEY
