Precinct,Precinct ID,Precinct Reporting,Registered Voters,Ballots Cast,Turnout Percentage,Contest Title,Contest ID,Contest Party,Choice Name,Choice ID,Choice Party,Total Votes,Total Overvotes,Total Undervotes,Total Invalid Votes,,,Vote By Mail Votes,Vote By Mail Overvotes,Vote By Mail Undervotes,Vote By Mail Invalid Votes,Election Day Voting Votes,Election Day Voting Overvotes,Election Day Voting Undervotes,Election Day Voting Invalid Votes,Early Voting Votes,Early Voting Overvotes,Early Voting Undervotes,Early Voting Invalid Votes
2HV-1,7091,Reporting,902,762,84.48,Proposition 24,7021,NP,No,2245,,447,0,36,0,,,400,0,29,0,18,0,6,0,29,0,1,0
2HV-1,7091,Reporting,902,762,84.48,Proposition 25,7023,NP,Yes,2245,,216,0,39,0,,,204,0,32,0,6,0,7,0,6,0,0,0
2HV-1,7091,Reporting,902,762,84.48,Proposition 25,7023,NP,No,2246,,508,0,39,0,,,446,0,32,0,26,0,7,0,36,0,0,0
2HV-1,7091,Reporting,902,762,84.48,"Measure I County of Humboldt, Unincorporated Area",7041,NP,Yes,2254,,363,0,28,0,,,338,0,22,0,12,0,6,0,13,0,0,0
2HV-1,7091,Reporting,902,762,84.48,"Measure I County of Humboldt, Unincorporated Area",7041,NP,No,2255,,372,0,28,0,,,322,0,22,0,21,0,6,0,29,0,0,0
2MR,7095,Reporting,55,32,58.18,PRESIDENT AND VICE PRESIDENT,1010,NP,JOSEPH R. BIDEN and KAMALA D. HARRIS,4,DEM,17,0,0,0,,,17,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,PRESIDENT AND VICE PRESIDENT,1010,NP,DONALD J. TRUMP and MICHAEL R. PENCE,3,REP,13,0,0,0,,,13,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,PRESIDENT AND VICE PRESIDENT,1010,NP,GLORIA LA RIVA and SUNIL FREEMAN,1,PF,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,PRESIDENT AND VICE PRESIDENT,1010,NP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA and KANYE OMARI WEST",6,AIP,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,PRESIDENT AND VICE PRESIDENT,1010,NP,HOWIE HAWKINS and ANGELA NICOLE WALKER,2,GRN,1,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,PRESIDENT AND VICE PRESIDENT,1010,NP,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",5,LIB,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,PRESIDENT AND VICE PRESIDENT,1010,NP,BRIAN CARROLL and AMAR PATEL,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,PRESIDENT AND VICE PRESIDENT,1010,NP,BROCK PIERCE and KARLA BALLARD,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,PRESIDENT AND VICE PRESIDENT,1010,NP,JESSE VENTURA and CYNTHIA MCKINNEY,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,PRESIDENT AND VICE PRESIDENT,1010,NP,JOSEPH KISHORE and NORISSA SANTA CRUZ,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,PRESIDENT AND VICE PRESIDENT,1010,NP,MARK CHARLES and ADRIAN WALLACE,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,PRESIDENT AND VICE PRESIDENT,1010,NP,Rejected write-ins,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,PRESIDENT AND VICE PRESIDENT,1010,NP,Unassigned write-ins,0,,1,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,US REPRESENTATIVE DISTRICT 2,2120,NP,JARED HUFFMAN,1817,,19,0,1,0,,,19,0,1,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,US REPRESENTATIVE DISTRICT 2,2120,NP,DALE K. MENSING,1816,,12,0,1,0,,,12,0,1,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,STATE ASSEMBLY DISTRICT 2,2140,NP,CHARLOTTE SVOLOS,1819,,14,0,1,0,,,14,0,1,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,STATE ASSEMBLY DISTRICT 2,2140,NP,JIM WOOD,1818,,17,0,1,0,,,17,0,1,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,SHASTA TEHAMA TRINITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA E,5800,NP,RAYOLA B. PRATT,2037,,11,0,7,0,,,11,0,7,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,SHASTA TEHAMA TRINITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA E,5800,NP,STEPHEN BELL,2036,,14,0,7,0,,,14,0,7,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,SHASTA TEHAMA TRINITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA E,5800,NP,Rejected write-ins,0,,0,0,7,0,,,0,0,7,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,SHASTA TEHAMA TRINITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA E,5800,NP,Unassigned write-ins,0,,0,0,7,0,,,0,0,7,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,SUPERVISOR DISTRICT 2,4090,NP,MICHELLE L. BUSHNELL,1821,,9,0,0,0,,,9,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,SUPERVISOR DISTRICT 2,4090,NP,ESTELLE FENNELL,1820,,21,0,0,0,,,21,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,SUPERVISOR DISTRICT 2,4090,NP,Rejected write-ins,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,SUPERVISOR DISTRICT 2,4090,NP,Unassigned write-ins,0,,2,0,0,0,,,2,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 14,7001,NP,Bonds Yes,1,,13,0,0,0,,,13,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 14,7001,NP,Bonds No,2,,19,0,0,0,,,19,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 15,7003,NP,Yes,2235,,17,0,0,0,,,17,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 15,7003,NP,No,2236,,15,0,0,0,,,15,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 16,7005,NP,Yes,2236,,5,0,3,0,,,5,0,3,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 16,7005,NP,No,2237,,24,0,3,0,,,24,0,3,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 17,7007,NP,Yes,2237,,20,0,1,0,,,20,0,1,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 17,7007,NP,No,2238,,11,0,1,0,,,11,0,1,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 18,7009,NP,Yes,2238,,9,0,2,0,,,9,0,2,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 18,7009,NP,No,2239,,21,0,2,0,,,21,0,2,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 19,7011,NP,Yes,2239,,11,0,3,0,,,11,0,3,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 19,7011,NP,No,2240,,18,0,3,0,,,18,0,3,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 20,7013,NP,Yes,2240,,10,0,0,0,,,10,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 20,7013,NP,No,2241,,22,0,0,0,,,22,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 21,7015,NP,Yes,2241,,6,0,2,0,,,6,0,2,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 21,7015,NP,No,2242,,24,0,2,0,,,24,0,2,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 22,7017,NP,Yes,2242,,16,0,4,0,,,16,0,4,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 22,7017,NP,No,2243,,12,0,4,0,,,12,0,4,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 23,7019,NP,Yes,2243,,11,0,3,0,,,11,0,3,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 23,7019,NP,No,2244,,18,0,3,0,,,18,0,3,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 24,7021,NP,Yes,2244,,14,0,3,0,,,14,0,3,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 24,7021,NP,No,2245,,15,0,3,0,,,15,0,3,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 25,7023,NP,Yes,2245,,9,0,0,0,,,9,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,Proposition 25,7023,NP,No,2246,,23,0,0,0,,,23,0,0,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,"Measure I County of Humboldt, Unincorporated Area",7041,NP,Yes,2254,,19,0,2,0,,,19,0,2,0,0,0,0,0,0,0,0,0
2MR,7095,Reporting,55,32,58.18,"Measure I County of Humboldt, Unincorporated Area",7041,NP,No,2255,,11,0,2,0,,,11,0,2,0,0,0,0,0,0,0,0,0
2R--1,7096,Reporting,1892,1385,73.2,PRESIDENT AND VICE PRESIDENT,1010,NP,JOSEPH R. BIDEN and KAMALA D. HARRIS,4,DEM,556,0,11,0,,,527,0,10,0,17,0,0,0,12,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,PRESIDENT AND VICE PRESIDENT,1010,NP,DONALD J. TRUMP and MICHAEL R. PENCE,3,REP,767,0,11,0,,,631,0,10,0,71,0,0,0,65,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,PRESIDENT AND VICE PRESIDENT,1010,NP,GLORIA LA RIVA and SUNIL FREEMAN,1,PF,1,0,11,0,,,1,0,10,0,0,0,0,0,0,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,PRESIDENT AND VICE PRESIDENT,1010,NP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA and KANYE OMARI WEST",6,AIP,11,0,11,0,,,10,0,10,0,1,0,0,0,0,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,PRESIDENT AND VICE PRESIDENT,1010,NP,HOWIE HAWKINS and ANGELA NICOLE WALKER,2,GRN,10,0,11,0,,,10,0,10,0,0,0,0,0,0,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,PRESIDENT AND VICE PRESIDENT,1010,NP,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",5,LIB,19,0,11,0,,,16,0,10,0,3,0,0,0,0,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,PRESIDENT AND VICE PRESIDENT,1010,NP,BRIAN CARROLL and AMAR PATEL,0,,0,0,11,0,,,0,0,10,0,0,0,0,0,0,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,PRESIDENT AND VICE PRESIDENT,1010,NP,BROCK PIERCE and KARLA BALLARD,0,,0,0,11,0,,,0,0,10,0,0,0,0,0,0,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,PRESIDENT AND VICE PRESIDENT,1010,NP,JESSE VENTURA and CYNTHIA MCKINNEY,0,,0,0,11,0,,,0,0,10,0,0,0,0,0,0,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,PRESIDENT AND VICE PRESIDENT,1010,NP,JOSEPH KISHORE and NORISSA SANTA CRUZ,0,,0,0,11,0,,,0,0,10,0,0,0,0,0,0,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,PRESIDENT AND VICE PRESIDENT,1010,NP,MARK CHARLES and ADRIAN WALLACE,0,,0,0,11,0,,,0,0,10,0,0,0,0,0,0,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,PRESIDENT AND VICE PRESIDENT,1010,NP,Rejected write-ins,0,,0,0,11,0,,,0,0,10,0,0,0,0,0,0,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,PRESIDENT AND VICE PRESIDENT,1010,NP,Unassigned write-ins,0,,10,0,11,0,,,10,0,10,0,0,0,0,0,0,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,US REPRESENTATIVE DISTRICT 2,2120,NP,JARED HUFFMAN,1817,,613,0,79,0,,,581,0,66,0,19,0,9,0,13,0,4,0
2R--1,7096,Reporting,1892,1385,73.2,US REPRESENTATIVE DISTRICT 2,2120,NP,DALE K. MENSING,1816,,693,0,79,0,,,568,0,66,0,64,0,9,0,61,0,4,0
2R--1,7096,Reporting,1892,1385,73.2,STATE ASSEMBLY DISTRICT 2,2140,NP,CHARLOTTE SVOLOS,1819,,727,1,56,0,,,602,1,45,0,62,0,9,0,63,0,2,0
2R--1,7096,Reporting,1892,1385,73.2,STATE ASSEMBLY DISTRICT 2,2140,NP,JIM WOOD,1818,,601,1,56,0,,,567,1,45,0,21,0,9,0,13,0,2,0
2R--1,7096,Reporting,1892,1385,73.2,FORTUNA UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER,5200,NP,CHARLES R. ELLEBRECHT,1853,,511,0,1000,0,,,442,0,845,0,31,0,88,0,38,0,67,0
2R--1,7096,Reporting,1892,1385,73.2,FORTUNA UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER,5200,NP,KENDRA GUIMARAES,2032,,642,0,1000,0,,,588,0,845,0,37,0,88,0,17,0,67,0
2R--1,7096,Reporting,1892,1385,73.2,FORTUNA UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER,5200,NP,JEANA MCCLENDON,2003,,601,0,1000,0,,,539,0,845,0,28,0,88,0,34,0,67,0
2R--1,7096,Reporting,1892,1385,73.2,FORTUNA UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER,5200,NP,Rejected write-ins,0,,0,0,1000,0,,,0,0,845,0,0,0,88,0,0,0,67,0
2R--1,7096,Reporting,1892,1385,73.2,FORTUNA UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER,5200,NP,Unassigned write-ins,0,,16,0,1000,0,,,16,0,845,0,0,0,88,0,0,0,67,0
2R--1,7096,Reporting,1892,1385,73.2,SUPERVISOR DISTRICT 2,4090,NP,MICHELLE L. BUSHNELL,1821,,710,1,77,0,,,603,0,65,0,58,1,10,0,49,0,2,0
2R--1,7096,Reporting,1892,1385,73.2,SUPERVISOR DISTRICT 2,4090,NP,ESTELLE FENNELL,1820,,594,1,77,0,,,544,0,65,0,23,1,10,0,27,0,2,0
2R--1,7096,Reporting,1892,1385,73.2,SUPERVISOR DISTRICT 2,4090,NP,Rejected write-ins,0,,0,1,77,0,,,0,0,65,0,0,1,10,0,0,0,2,0
2R--1,7096,Reporting,1892,1385,73.2,SUPERVISOR DISTRICT 2,4090,NP,Unassigned write-ins,0,,3,1,77,0,,,3,0,65,0,0,1,10,0,0,0,2,0
2R--1,7096,Reporting,1892,1385,73.2,"RIO DELL CITY COUNCILMEMBER, 2-YR",7044,,GORDON E. JOHNSON,1,,1047,0,282,0,,,917,0,250,0,66,0,25,0,64,0,7,0
2R--1,7096,Reporting,1892,1385,73.2,"RIO DELL CITY COUNCILMEMBER, 2-YR",7044,,Rejected write-ins,0,,0,0,282,0,,,0,0,250,0,0,0,25,0,0,0,7,0
2R--1,7096,Reporting,1892,1385,73.2,"RIO DELL CITY COUNCILMEMBER, 2-YR",7044,,Unassigned write-ins,0,,56,0,282,0,,,48,0,250,0,1,0,25,0,7,0,7,0
2R--1,7096,Reporting,1892,1385,73.2,"RIO DELL CITY COUNCILMEMBER, 4-YR",7042,,AMANDA CARTER,2,,737,0,1114,0,,,663,0,954,0,40,0,93,0,34,0,67,0
2R--1,7096,Reporting,1892,1385,73.2,"RIO DELL CITY COUNCILMEMBER, 4-YR",7042,,FRANK WILSON,1,,864,0,1114,0,,,766,0,954,0,48,0,93,0,50,0,67,0
2R--1,7096,Reporting,1892,1385,73.2,"RIO DELL CITY COUNCILMEMBER, 4-YR",7042,,Rejected write-ins,0,,0,0,1114,0,,,0,0,954,0,0,0,93,0,0,0,67,0
2R--1,7096,Reporting,1892,1385,73.2,"RIO DELL CITY COUNCILMEMBER, 4-YR",7042,,Unassigned write-ins,0,,55,0,1114,0,,,47,0,954,0,3,0,93,0,5,0,67,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 14,7001,NP,Bonds Yes,1,,445,0,72,0,,,412,0,61,0,23,0,8,0,10,0,3,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 14,7001,NP,Bonds No,2,,866,0,72,0,,,740,0,61,0,61,0,8,0,65,0,3,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 15,7003,NP,Yes,2235,,451,0,38,0,,,420,0,31,0,22,0,6,0,9,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 15,7003,NP,No,2236,,894,0,38,0,,,762,0,31,0,64,0,6,0,68,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 16,7005,NP,Yes,2236,,302,1,64,0,,,280,0,56,0,17,1,7,0,5,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 16,7005,NP,No,2237,,1016,1,64,0,,,877,0,56,0,67,1,7,0,72,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 17,7007,NP,Yes,2237,,595,0,37,0,,,543,0,33,0,31,0,3,0,21,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 17,7007,NP,No,2238,,751,0,37,0,,,637,0,33,0,58,0,3,0,56,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 18,7009,NP,Yes,2238,,352,0,35,0,,,325,0,28,0,14,0,5,0,13,0,2,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 18,7009,NP,No,2239,,996,0,35,0,,,860,0,28,0,73,0,5,0,63,0,2,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 19,7011,NP,Yes,2239,,522,0,75,0,,,487,0,66,0,21,0,7,0,14,0,2,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 19,7011,NP,No,2240,,786,0,75,0,,,660,0,66,0,64,0,7,0,62,0,2,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 20,7013,NP,Yes,2240,,607,0,78,0,,,539,0,66,0,35,0,9,0,33,0,3,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 20,7013,NP,No,2241,,698,0,78,0,,,608,0,66,0,48,0,9,0,42,0,3,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 21,7015,NP,Yes,2241,,366,0,46,0,,,342,0,39,0,17,0,6,0,7,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 21,7015,NP,No,2242,,971,0,46,0,,,832,0,39,0,69,0,6,0,70,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 22,7017,NP,Yes,2242,,769,0,59,0,,,657,0,50,0,64,0,7,0,48,0,2,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 22,7017,NP,No,2243,,555,0,59,0,,,506,0,50,0,21,0,7,0,28,0,2,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 23,7019,NP,Yes,2243,,402,0,58,0,,,365,0,51,0,23,0,6,0,14,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 23,7019,NP,No,2244,,923,0,58,0,,,797,0,51,0,63,0,6,0,63,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 24,7021,NP,Yes,2244,,648,0,59,0,,,588,0,51,0,41,0,7,0,19,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 24,7021,NP,No,2245,,676,0,59,0,,,574,0,51,0,44,0,7,0,58,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 25,7023,NP,Yes,2245,,385,0,76,0,,,357,0,64,0,16,0,11,0,12,0,1,0
2R--1,7096,Reporting,1892,1385,73.2,Proposition 25,7023,NP,No,2246,,922,0,76,0,,,792,0,64,0,65,0,11,0,65,0,1,0
2SH-1,7099,Reporting,4457,3592,80.59,PRESIDENT AND VICE PRESIDENT,1010,NP,JOSEPH R. BIDEN and KAMALA D. HARRIS,4,DEM,2461,0,29,0,,,2268,0,28,0,181,0,1,0,12,0,0,0
2SH-1,7099,Reporting,4457,3592,80.59,PRESIDENT AND VICE PRESIDENT,1010,NP,DONALD J. TRUMP and MICHAEL R. PENCE,3,REP,908,0,29,0,,,758,0,28,0,135,0,1,0,15,0,0,0
2SH-1,7099,Reporting,4457,3592,80.59,PRESIDENT AND VICE PRESIDENT,1010,NP,GLORIA LA RIVA and SUNIL FREEMAN,1,PF,17,0,29,0,,,13,0,28,0,4,0,1,0,0,0,0,0
2SH-1,7099,Reporting,4457,3592,80.59,PRESIDENT AND VICE PRESIDENT,1010,NP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA and KANYE OMARI WEST",6,AIP,17,0,29,0,,,14,0,28,0,2,0,1,0,1,0,0,0
2SH-1,7099,Reporting,4457,3592,80.59,PRESIDENT AND VICE PRESIDENT,1010,NP,HOWIE HAWKINS and ANGELA NICOLE WALKER,2,GRN,53,0,29,0,,,43,0,28,0,9,0,1,0,1,0,0,0
2SH-1,7099,Reporting,4457,3592,80.59,PRESIDENT AND VICE PRESIDENT,1010,NP,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",5,LIB,71,0,29,0,,,63,0,28,0,8,0,1,0,0,0,0,0
2SH-1,7099,Reporting,4457,3592,80.59,PRESIDENT AND VICE PRESIDENT,1010,NP,BRIAN CARROLL and AMAR PATEL,0,,0,0,29,0,,,0,0,28,0,0,0,1,0,0,0,0,0
2SH-1,7099,Reporting,4457,3592,80.59,PRESIDENT AND VICE PRESIDENT,1010,NP,BROCK PIERCE and KARLA BALLARD,0,,0,0,29,0,,,0,0,28,0,0,0,1,0,0,0,0,0
2SH-1,7099,Reporting,4457,3592,80.59,PRESIDENT AND VICE PRESIDENT,1010,NP,JESSE VENTURA and CYNTHIA MCKINNEY,0,,1,0,29,0,,,1,0,28,0,0,0,1,0,0,0,0,0
2SH-1,7099,Reporting,4457,3592,80.59,PRESIDENT AND VICE PRESIDENT,1010,NP,JOSEPH KISHORE and NORISSA SANTA CRUZ,0,,0,0,29,0,,,0,0,28,0,0,0,1,0,0,0,0,0
2SH-1,7099,Reporting,4457,3592,80.59,PRESIDENT AND VICE PRESIDENT,1010,NP,MARK CHARLES and ADRIAN WALLACE,0,,2,0,29,0,,,2,0,28,0,0,0,1,0,0,0,0,0
2SH-1,7099,Reporting,4457,3592,80.59,PRESIDENT AND VICE PRESIDENT,1010,NP,Rejected write-ins,0,,0,0,29,0,,,0,0,28,0,0,0,1,0,0,0,0,0
2SH-1,7099,Reporting,4457,3592,80.59,PRESIDENT AND VICE PRESIDENT,1010,NP,Unassigned write-ins,0,,33,0,29,0,,,31,0,28,0,2,0,1,0,0,0,0,0
2SH-1,7099,Reporting,4457,3592,80.59,US REPRESENTATIVE DISTRICT 2,2120,NP,JARED HUFFMAN,1817,,2400,0,165,0,,,2216,0,142,0,170,0,23,0,14,0,0,0
2SH-1,7099,Reporting,4457,3592,80.59,US REPRESENTATIVE DISTRICT 2,2120,NP,DALE K. MENSING,1816,,1027,0,165,0,,,863,0,142,0,149,0,23,0,15,0,0,0
2SH-1,7099,Reporting,4457,3592,80.59,STATE ASSEMBLY DISTRICT 2,2140,NP,CHARLOTTE SVOLOS,1819,,946,0,187,0,,,794,0,162,0,139,0,24,0,13,0,1,0
2SH-1,7099,Reporting,4457,3592,80.59,STATE ASSEMBLY DISTRICT 2,2140,NP,JIM WOOD,1818,,2459,0,187,0,,,2265,0,162,0,179,0,24,0,15,0,1,0
2SH-1,7099,Reporting,4457,3592,80.59,REDWOOD COMMUNITY COLLEGE DISTRICT  GOVERNING BOARD MEMBER TRUSTEE AREA 7,5757,NP,SALLY BIGGIN,1851,,1620,0,1038,0,,,1485,0,923,0,127,0,106,0,8,0,9,0
2SH-1,7099,Reporting,4457,3592,80.59,REDWOOD COMMUNITY COLLEGE DISTRICT  GOVERNING BOARD MEMBER TRUSTEE AREA 7,5757,NP,STEPHEN A. BURBANK,1927,,920,0,1038,0,,,805,0,923,0,104,0,106,0,11,0,9,0
2SH-1,7099,Reporting,4457,3592,80.59,REDWOOD COMMUNITY COLLEGE DISTRICT  GOVERNING BOARD MEMBER TRUSTEE AREA 7,5757,NP,Rejected write-ins,0,,0,0,1038,0,,,0,0,923,0,0,0,106,0,0,0,9,0
2SH-1,7099,Reporting,4457,3592,80.59,REDWOOD COMMUNITY COLLEGE DISTRICT  GOVERNING BOARD MEMBER TRUSTEE AREA 7,5757,NP,Unassigned write-ins,0,,14,0,1038,0,,,8,0,923,0,5,0,106,0,1,0,9,0
2SH-1,7099,Reporting,4457,3592,80.59,SOUTHERN HUMBOLDT JOINT UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER,5610,NP,CINNAMON O'NEILL-PAULA,1886,,1590,1,2339,0,,,1440,1,2030,0,142,0,284,0,8,0,25,0
2SH-1,7099,Reporting,4457,3592,80.59,SOUTHERN HUMBOLDT JOINT UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER,5610,NP,CHRISTINE MARIE DOYKA,1868,,1221,1,2339,0,,,1115,1,2030,0,96,0,284,0,10,0,25,0
2SH-1,7099,Reporting,4457,3592,80.59,SOUTHERN HUMBOLDT JOINT UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER,5610,NP,NICOLE KEENAN,1982,,714,1,2339,0,,,660,1,2030,0,50,0,284,0,4,0,25,0
2SH-1,7099,Reporting,4457,3592,80.59,SOUTHERN HUMBOLDT JOINT UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER,5610,NP,JESSICA K. WILLIS,1896,,1298,1,2339,0,,,1183,1,2030,0,105,0,284,0,10,0,25,0
2SH-1,7099,Reporting,4457,3592,80.59,SOUTHERN HUMBOLDT JOINT UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER,5610,NP,Rejected write-ins,0,,0,1,2339,0,,,0,1,2030,0,0,0,284,0,0,0,25,0
2SH-1,7099,Reporting,4457,3592,80.59,SOUTHERN HUMBOLDT JOINT UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER,5610,NP,Unassigned write-ins,0,,20,1,2339,0,,,12,1,2030,0,7,0,284,0,1,0,25,0
2SH-1,7099,Reporting,4457,3592,80.59,SUPERVISOR DISTRICT 2,4090,NP,MICHELLE L. BUSHNELL,1821,,1903,0,199,0,,,1674,0,167,0,214,0,31,0,15,0,1,0
